/-----------------------------------------------------------
//            Counter-Strike
//-----------------------------------------------------------
// In this file you can modify the sound the textures give
// when the player walks on them
//
// Location: X:\halflife\valve\sound\materials.txt
//
// NOTE: only the first 12 characters of the texture name are used
// NOTE: a maximum of 512 textures may be tagged in this file
//
//  'M' metal
//  'V' ventillation
//  'D' dirt
//  'S' slosh liquid 
//  'T' tile
//  'G' grate
//  'C' concrete
//  'W' wood
//  'P' computer
//  'Y' glass
//  'N' snow
//  'X' grass
//  'I' No Wallshot

D br_win01                
M camo_cont03             
M camo_cont04             
M camo_cont05             
M camo_cont06             
D dm_bs05                 
D hidden_wall07           
D hk_w52                  
D lite3_off               
D lite3_on               
D load01                  
D rex_lamp01              
D tusc_lamp01            
M {br_bk-door07           
M {br_bk-g8              
D {br_bk-tent01           
M {br_bk_shelf01         
M {br_bk_sign02           
M {br_fence01             
M {br_oilpump02         
M {camo_wire01            
D black                   
D green_01               
D grid2                   
D grid_blue               
D grid_red               
D origin                 
D {ladder

//-----------------------------------------------------------
// zsh_deadcity.wad
//-----------------------------------------------------------
   
M +0zb_ad01             
M +1zb_ad01                     
M shelter1         
W shelter1_01      
W shelter1_02      
W shelter1_03      
W shelter1_04      
W shelter1_05      
M shelter1_06      
M shelter2         
M shelter2_01      
M shelter2_02      
M shelter2_03      
M shelter2_04      
M shelter2_05      
M shelter3         
M shelter3_01            
M shelter3_06      
M shelter3_07      
M shelter3_08      
M shelter4         
M shelter4_01      
M shelter4_02      
M shelter4_03     
M shelter4_04      
M shelter4_05      
M shelter4_06      
M shelter4_07      
M shelter4_08      
M shelter_ice01   
M shelter_p01               
M zb_ad04                  
M zb_ad11               
Y zb_bank          
Y zb_bank01                      
Y zb_building07    
Y zb_building08    
Y zb_building09    
Y zb_building10    
Y zb_building10_1  
Y zb_building10_2  
Y zb_building11    
Y zb_building12    
Y zb_building17             
Y zb_door          
Y zb_door01        
Y zb_door02        
W zb_door03        
Y zb_door04        
M zb_elevator            
M zb_roadshop            
Y zb_shop01               
Y zb_shop03        
Y zb_shop04_1      
Y zb_shop04_2      
Y zb_shop06        
Y zb_shop07        
Y zb_shop08        
Y zb_shop09       
Y zb_shop10                  
Y zb_telephone_f   
Y zb_telephone_t         
M zb_vent             
Y zb_win01                     
M {shelter3_06     
M {zb_fence        
M {zb_fence01          
M {zb_net01        
M {zb_pipe01       
M {zb_wire

//-----------------------------------------------------------
// zs_defense.wad
//-----------------------------------------------------------

M {bc_wall27
M {bc_dari01
M {bc_fance01
M {bc_fance02
M bc_fire01
M bc_fire02
M bc_g_in01
M bc_g_out01
M bc_gas01
M bc_ice01
M bc_ice02
Y bc_light03
M bc_mbong01
M bc_mwall01
M bc_mwall01_01
M bc_r_in01
M bc_r_out01
M bc_wall02
M bc_wall04
M bc_wall07
M bc_wall09
M bc_wall10
M bc_wall12
M bc_wall13
M bc_wall16
M bc_wall19
M bc_wall20
M bc_wall21
M bc_wall22
M bc_wall23
M bc_wall26
M bc_wall27
M bc_wall29
M bc_wall32
M bc_wall33
M bc_wall33_01
M bc_wall34
M bc_wall35
M bc_wall36
M bc_wall37
M bc_wall38
M bc_wall39
M bc_wall40 
M bc_wall41
M bc_wall42
M bc_wall43
M bc_wall44
M bc_wall45
M bc_wall46
M bc_wall47
M bc_wall48
M bc_wall49
M bc_wall50
M bc_wall51
M bc_wall52
Y bc_wbadack01
Y bc_wbadack02
Y bc_window01
Y bc_window02

//-----------------------------------------------------------
// de_santorini.wad
//-----------------------------------------------------------

C black            
W Box02            
W Box_Drum         
C br_bd28          
W br_bk-box01      
W br_bk-box02      
C br_floor01       
C Capet04          
C Capet05          
C cncrt027         
M de_san_dool_06   
M de_san_dool_07   
C de_san_floor_01  
C de_san_floor_02  
C de_san_floor_03 
C de_san_floor_04  
C de_san_road_05  
C de_san_road_06   
C de_san_roof_01   
C de_san_wall_01a  
C de_san_wall_01b  
C de_san_wall_02   
C de_san_wall_03   
C de_san_wall_04   
C de_san_wall_05   
C de_san_wall_06   
C de_san_wall_07   
C de_san_wall_07a  
C de_san_wall_07b  
C de_san_wall_07c  
C de_san_wall_07d 
C de_san_wall_08   
C de_san_wall_09   
C de_san_wall_10   
C de_san_wall_11   
C de_san_wall_12   
C de_san_wall_13  
C de_san_wall_14  
C de_san_wall_15   
C de_san_win_01    
C de_san_win_02    
W Door01          
W Door02          
W dust0_Box_01    
W dust0_pole_01   
W dust0_wood03    
W dust0_wood04    
C LightFade01     
C Point01         
C Point07          
C Point08         
C SantoriniWall02 
C SantoriniWall03 
C SantoriniWin01  
C sky             
C suzhou_wall01   
C suzhou_wall03   
C tu_floor04      
C tu_floor06      
C Wall01          
W WallDoor        
W Windmill_Roof01 
Y Window01        
Y Window03        
W wood_holy_non   
C {Canopy02       
C {de_san_dool_08 
C {dust0_wire_02  
C {dust0_wire_03  
C {Gate02         
C {Gate03         
C {rats_ladder01  
C {Veranda03      

//-----------------------------------------------------------
// zs_panic.wad
//-----------------------------------------------------------

M pa_bottom01      
M pa_bottom02      
M pa_bottom03      
Y pa_light_b       
Y pa_light_cell    
Y pa_light_cellin  
Y pa_light_o       
M pa_pipe          
Y pa_pop01         
M pa_wall01        
M pa_wall03        
M pa_wall04        
M pa_wall05        
Y pa_wall08        
M pa_wall11        
Y pa_win01         
Y pa_win02         
Y scroll_pop02     
Y {pa_light_y

//-----------------------------------------------------------
// ze_hitchhiking.wad
//-----------------------------------------------------------

W metro_blbox01_1  
W metro_blbox01_2  
W metro_blbox01_3  
M metro_cont01     
M metro_cont02     
M metro_door01     
M metro_door02     
M metro_Fbox01_1   
M metro_Ftrain01   
M metro_Ftrain02   
M metro_Ftrain03   
M etro_Ftrain04   
M metro_Ftrain05   
M metro_Hsbwy01    
M metro_Hsbwy02    
Y metro_light01    
Y metro_light02    
Y metro_light03    
M metro_mdoor01    
M metro_metal01    
W metro_picrate1   
W metro_picrate2   
W metro_plastic01  
T metro_roof01     
T metro_roof01_1   
M metro_sbdoor01   
M metro_sbdoor02   
M metro_sbfloor_0  
M metro_sbline01   
W metro_Sbox01_1   
W metro_Sbox01_2   
W metro_Sbox01_3  
M metro_sbwall01   
M metro_sbwall02   
M metro_sbwall03   
T metro_sbwall04   
M metro_sbwy01     
M metro_sbwy01_1   
M metro_Sdoor01    
M metro_seat01     
D metro_seat02     
D metro_seat03     
M metro_Sline      
M metro_Smetal01   
M metro_SMfloor01  
M metro_SMfloor02  
N metro_snow       
N metro_snow01     
N metro_snow02     
M metro_Sstripes
M metro_su_01      
W metro_tree01     
M metro_waterhol   
M metro_Wfloor01   
M metro_Wwall01    
M {metero_frame04  
M {metro_door01    
M {metro_frame01   
M {metro_frame02   
M {metro_frame03   
M {metro_frame04   
M {metro_Sfance01  
M {metro_tension   
M {metro_Wfloor02

//-----------------------------------------------------------
// sm_blizzard.wad
//-----------------------------------------------------------

M {sm_ice_fence01
M {sm_ice_fence02
M {sm_ice_fence03
D sm_ice_badak02
I sm_ice_badak03
M sm_ice_badak04
C sm_ice_badak05
M sm_ice_badak06
C sm_ice_badak07
D sm_ice_badak08 
M sm_ice_badak09
M sm_ice_door01
M sm_ice_door02
M sm_ice_door03
M sm_ice_door04
I sm_ice_gidung_b
I sm_ice_gidung01
I sm_ice_gidung02
I sm_ice_gidung03
I sm_ice_gige01
I sm_ice_gige01_b
M sm_ice_gige02
M sm_ice_gige04
M sm_ice_gige05
M sm_ice_gige06
M sm_ice_gige07
M sm_ice_gige08
M sm_ice_gige09 
Y sm_ice_gige10
Y sm_ice_gige11
Y sm_ice_gige12
Y sm_ice_gige13
I sm_ice_light01
M sm_ice_pipes01
C sm_ice_wall01
C sm_ice_wall02 
C sm_ice_wall03
C sm_ice_wall03_a 
C sm_ice_wall03_b 
C sm_ice_wall04
C sm_ice_wall05
M sm_ice_wall06 
M sm_ice_wall07 
M sm_ice_wall08 
M sm_ice_wall09 
M sm_ice_wall09_b 
M sm_ice_wall10
M sm_ice_wall11
I sm_ice_wall12 
M sm_ice_wall13
C sm_ice_wall14 
M sm_ice_wall15 
M sm_ice_wall15_b 
C sm_ice_wall16 
M sm_ice_wall17
M sm_ice_wall18
M sm_ice_wall19 
M sm_ice_wall20 
M sm_ice_wall21 
M sm_ice_wall22 
M sm_ice_wall22_a 
M sm_ice_wall22_b
M sm_ice_wall23
M sm_ice_wall24
M sm_ice_wall25
M sm_ice_wall25_b
I sm_ice_window01 
I sm_ice_window02

//-----------------------------------------------------------
// zs_encounter.wad
//-----------------------------------------------------------

C AAATRIGGER       
C black           
C CLIP             
C green_01         
C null            
C origin           
C red              
C sky              
C {anni_eeeee      
C {ladder          
M anni_button01    
M anni_door03      
M anni_floor51     
M anni_floor56     
M anni_floor57     
C Brick05-5        
C br_bk-box02      
C camo_ground01    
C camo_ground02    
C camo_wall05      
C camo_wall17      
C Concrete02       
M Connector        
M en_objects_02    
M en_objects_04    
M en_orlcomp1      
M en_orlcomp2      
M en_orlmf01       
M en_orlmf02       
M en_orlmf03       
M en_wall_14       
C evol_wall01      
M HangingLight01   
C hk_c05           
M hk_prop57        
M hs4_heli24       
M hs4_heli25       
C line_Twall_60    
M misc_powgen_fr   
M misc_powgen_sd   
N snow             
M TrainStopperTop  
M tuto_gun04       
M warehousedoor   
M WheelEnd02       
M WheelSide01      
M WheelSide02      
X Window06         
C zs_bk-box01      
M zs_door_07       
M zs_door_09       
M zs_door_13       
M zs_en_an         
M zs_en_door_01    
M zs_en_door_03    
M zs_en_door_05    
C zs_en_floor_01   
N zs_en_ground_01  
N zs_en_gr_01      
C zs_en_gr_02_b    
C zs_en_gr_03_01   
N zs_en_gr_05      
C zs_en_gr_06      
C zs_en_gr_06_s    
M zs_en_gr_07     
X zs_en_obj_01     
M zs_en_train_01  
M zs_en_train_02  
M zs_en_train_03  
C zs_en_Twall_60   
C zs_en_wall_01    
C zs_en_wall_03    
N zs_en_wall_05_a  
C zs_en_wall_06_a  
C zs_en_wall_06_b  
C zs_en_wall_06_c  
C zs_en_wall_08    
C zs_en_wall_10    
C zs_en_wall_12    
C zs_en_wall_13    
C zs_en_wall_17    
C zs_en_wall_18    
C zs_en_wall_20    
C zs_en_wall_21    
C zs_en_wall_25    
C zs_en_wall_25_a  
C zs_en_wall_26    
C zs_en_wall_30    
M zs_en_wall_31    
M zs_en_wall_32    
M zs_en_wall_33    
M zs_en_wall_35    
C zs_en_wall_37    
M zs_floor17       
M zs_floor_08      
M zs_floor_09      
C zs_floor_13      
C zs_floor_14      
C zs_floor_15      
M zs_floor_16      
C zs_ground_01     
X zs_light_01      
M zs_objects_11    
C zs_slsidewlkg    
M zs_tramrail      
M zs_wall_05       
M zs_wall_11       
M zs_wall_12       
M zs_wall_14       
C zs_wall_16       
C zs_wall_24       
M zs_wall_34       
M {br_bk_sign02    
M {fence_zs_barb0  
M {hk_prop02       
M {pv_gravrail     
M {tusc_door01     
M {zs_en-door01    
M {zs_Smataldoor   
X {zs_win_01       

//---------------------------------------------------
//dm_darksnow
//---------------------------------------------------

Y vo_win8_01 
Y Window06         
W metro_picrate1  
W metro_picrate2   
W metro_Sbox01_1   
W metro_Sbox01_2   
W sn_book          
W sn_door01        
W sn_door02                
M sn_logo          
T sn_tile          
W sn_top       
W sn_wall01        
W sn_wall01_1      
W sn_wall02        
W sn_wall03        
W sn_wall03_1      
W sn_wall03_2      
W sn_wall03_3      
W sn_wall04        
W sn_wall04_1      
W sn_wall04_2      
W sn_wall05        
W sn_wall05_1      
W sn_wall05_3      
W sn_wall05_4      
W sn_wall05_5      
W sn_wall05_6      
Y sn_win01         
W sn_wood          
W sn_wood01        
Y {sn_light01      
Y {sn_treelight   

//---------------------------------------------------
//zs_nightmare3
//---------------------------------------------------

C anni_floor51
C br_block02   
C evol_wall03    
C LightFade01    
W n3_door_02a  
W n3_door_02b  
W n3_door_02c  
W n3_door_02d 
C n3_wall_03  
C n3_wall_05  
C n3_wall_06  
C n3_wall_07  
C n3_wall_10  
C n3_wall_12a  
C n3_wall_12b  
C n3_wall_12c  
C n3_wall_13a  
C n3_wall_13b  
C n3_wall_14a  
C n3_wall_14b  
C n3_wall_15a   
C n3_wall_15b   
C n3_wall_15c    
C n3_wall_15d     
C n3_wall_16a    
C n3_wall_16b    
C n3_wall_16c    
C n3_wall_17a    
C n3_wall_17b    
C n3_wall_17c    
C n3_wall_17d    
W tomb_wall05    
C tusc_wall34b2  
C zm3_wall60     
W {n3_wall_12    
X {n3_win_01     
X {n3_win_02    
X {n3_win_03    
X {n3_win_04a   
X {n3_win_04b   
X {n3_win_04c   

//-----------------------------------------------------------
// zm_darkcity.wad
//-----------------------------------------------------------

M  ad_mcl01         
M  ad_mcl02         
P  dark_24store     
D  dark_awning_01   
P  dark_board_01    
D  dark_floor_02_2  
W  dark_floor_04    
D  dark_grass_01    
P  dark_light_01    
P  dark_light_02    
P  dark_oillight01  
p  dark_oil_01      
p  dark_oil_02
T  dark_oil_03      
T  dark_oil_03_1    
P  dark_oil_04      
M  dark_oil_04_1    
M  dark_oil_05_1    
W  dark_paint_01    
W  dark_shink_01    
C  dark_shop_02_1   
C  dark_shop_03_1   
C  dark_shop_04_1   
W  dark_sign_01     
W  dark_table_01    
T  dark_wall_09     
W  dark_win_02      
W  dark_win_02_1    
W  dark_wood_01     
W  dark_wood_02     
P  metro_light01    
P  metro_light02    
S  scroll_anniw02   
M  {an_fence        
W  {dark_door_01    
W  {dark_table_02   
M  {zm3_wall57      

//-----------------------------------------------------------
// zm_shoreline.wad
//-----------------------------------------------------------

C CLIP             
C doorgrid         
C grid4            
C grid_64x64_vent  
C grid_brown       
C null             
C sky              
C {ladder          
C br_bd28          
C br_bd28_02       
W br_bk-box01      
C br_bk-box02      
X br_bk-door02     
C br_bk-door04     
C br_bk-floor05    
C br_floor01       
M camo_cont03      
M camo_cont04      
C cncrt027         
C dg_wall58        
C dust0_block_01   
C dust0_box1       
C dust0_Box_01     
M dust0_con_01     
W dust0_Door_03    
M dust0_Door_10    
C dust0_mtl02      
W dust0_wood01     
C hk_prop58        
C hk_prop59        
X hs_window01      
M line_Door_58     
C line_Twall_60    
C n3_wall_01       
C plstr201         
C plstr222         
M tdm01_vend01     
M tdm01_vend02     
M trace_mwall01c   
X tun_exit         
M tuto_door06      
M zm_door_01       
X zm_line_obj_01   
C zm_line_wall03   
C zm_line_wall05   
C zm_line_wall06   
C zm_line_wall07   
C zm_line_wall08b  
C zm_line_wall09b  
C zm_line_wall10a  
C zm_line_wall10b  
C zm_line_wall11   
C zm_line_wall13   
C zm_line_wall15   
M zm_line_wall17   
M zs_annielevator  
X zs_en_obj_01     
M zs_objects_01    
M zs_objects_02    
M zs_objects_04    
M zs_objects_05    
M zs_objects_06    
M zs_objects_07    
M zs_objects_09    
M zs_objects_10    
M zs_objects_11    
M zs_wall_20       
M zs_wall_21       
M zs_wall_24       
M {barbwire-g8     
M {camo_wire01     
M {line_fence_01   
M {po_tension      
M {pv_antenna1     
M {pv_antenna2     
M {zm_line_obj_02  
C {zm_line_wall16  
C {zm_line_wall17  
M {zm_line_wall_0  
C {zm_line_win_02  
X {zm_shopdoor_01  
X {zm_win01        
X {zm_win02        
X {zm_win_01       
M {zs_gravrail     
C LightFade01      
C n3_wall_12a      
C n3_wall_12b      
C n3_wall_12c

//-----------------------------------------------------------
// zs_envymask.wad
//-----------------------------------------------------------

M {3dmplane
M {sm_ice_fence02
M {sm_ice_fence03
M {zs_43door06
M {zs_43fence01
M {zs_43fence02
M {zs_43fence03
M {zs_43key04
M {zs_43matal04
M {zs_43wall38
M {zs_43wall39
M {zs_43wall41
M {zs_4fence06
M {zs_4fence10
M {zs_mataldoor
M {zs_objects
M 3dmplane3
M 3dmplane4
M 3dmrotor1
M 3dmrotor2
M 3dmrotor3
M 3dmsnowrock2
Y cctv1
Y cctv2
M ev_bottom01
W ev_box01
M ev_door01
M ev_shutter04
C ev_wall03
C ev_wall03_1
C ev_window04
M pv_bulktrim
M pv_orlmf01
M st_metal03
W zs_43book01
W zs_43book02
W zs_43book03
W zs_43cloth01
W zs_43cloth03
W zs_43cloth04
M zs_43door01
M zs_43door02
M zs_43door03
M zs_43door04
M zs_43door05
M zs_43door07
M zs_43gige01
M zs_43gige02
W zs_43img01
W zs_43img02
W zs_43img03
W zs_43img04
M zs_43key03
M zs_43light01
M zs_43matal01
M zs_43matal01a
M zs_43matal02
M zs_43matal03
M zs_43matal05
M zs_43matal05a
M zs_43matal06
M zs_43matal06a
C zs_43rock01
C zs_43rock02
Y zs_43sige01
C zs_43wall01
C zs_43wall02
C zs_43wall03
M zs_43wall04
M zs_43wall05
C zs_43wall06
C zs_43wall07
M zs_43wall08
M zs_43wall09
C zs_43wall10
C zs_43wall11
C zs_43wall12
C zs_43wall13
C zs_43wall14
C zs_43wall15
C zs_43wall16
C zs_43wall17
C zs_43wall18
M zs_43wall19
C zs_43wall20
M zs_43wall21
M zs_43wall22
C zs_43wall23
C zs_43wall24
M zs_43wall25
C zs_43wall26
C zs_43wall27
C zs_43wall28
C zs_43wall29
C zs_43wall30
C zs_43wall31
M zs_43wall32
M zs_43wall33
M zs_43wall34
M zs_43wall35
M zs_43wall35_l
C zs_43wall36
M zs_43wall37
M zs_43wall38
M zs_43wall39
C zs_43wall40
C zs_43wall42
M zs_43wall43
Y zs_43window01
M zs_4door01
M zs_4door05
C zs_4wall05
M zs_4wall11
M zs_4wall16
C zs_4wall17
M zs_4wall20
M zs_4wall21
M zs_4wall23
M zs_4wall25
M zs_4wall26
M zs_door_07
C zs_ground01
M zs_objects_01
M zs_objects_02
M zs_objects_04
M zs_objects_07
Y zs_objects_08
C zs_slsidewlkg
M zs_wall_09
M zs_wall_11


//-----------------------------------------------------------
// zsh_dust.wad
//-----------------------------------------------------------
M {zsh_ba01
M {zsh_ba02
M {zsh_ba03
M{zsh_ba04
M {zsh_ba05
M {zsh_door01
M {zsh_wihum01
C zsh_asphalt01
C zsh_asphalt02
C zsh_asphalt03
C zsh_asphalt04
C zsh_asphalt05
C zsh_asphalt06
C zsh_asphalt07
C zsh_bachim01
C zsh_badak01
C zsh_badak02
C zsh_badak03
C zsh_badak04
C zsh_badak05
C zsh_badak06
M zsh_badak07
C zsh_badak08
C zsh_badak09
C zsh_bwall_01
M zsh_cont01
M zsh_cont02
M zsh_contein01
M zsh_contein02
M zsh_contein03
M zsh_contein04
M zsh_contein05
M zsh_contein06
M zsh_contein07
C zsh_dam02
C zsh_dam03
C zsh_dam04
C zsh_jibdam01
C zsh_jibdam02
C zsh_jibdam03
C zsh_jibdam05
C zsh_jibdam06
C zsh_jibdam07
C zsh_jibdam08
C zsh_jibdam09
C zsh_jibdam10
C zsh_jibdam11
M zsh_jibdam12
C zsh_jibdam13
C zsh_jibdam14
C zsh_jibdam15
C zsh_jibdam16
M zsh_jibdam18
C zsh_jibdam19
M zsh_mdoor01
M zsh_mun01
M zsh_mun02
M zsh_mun03
M zsh_segidung01
C zsh_warehouse01
C zsh_warehouse02
M zsh_wihum02

//-----------------------------------------------------------
// de_turkey.wad
//-----------------------------------------------------------
M tk_ad01          
Y tk_block01       
M tk_books           
W tk_door01        
W tk_door02        
W tk_door03        
M tk_door04              
M tk_sign01        
M tk_sign02        
M tk_sign04            
Y ve_win03         
M {tk_wall01

//-----------------------------------------------------------
// bzm_metro.wad
//-----------------------------------------------------------
T   metro_Fbox01_1     
W   metro_floor01      
T   metro_floor01_1    
D   metro_floor03      
D   metro_floor03_1    
M   metro_prop01       
M   metro_prop01_1     
M   metro_prop02        
M   metro_prop03        
M   metro_sbin_door     
M   metro_sbwy01        
M   metro_sbwy01_1      
M   metro_sbwy02       
M   metro_sbwy03        
M   metro_sbwy04        
M   metro_sbwy05        
M   metro_sbwy06       
M   metro_sbwy10        
M   metro_sbwy12        
M   metro_sbwy14       
P   metro_sbwyin01      
M   metro_sbwyin02      
M   metro_sbwyin03      
M   metro_sb_door01    
M   metro_sb_light1     
M   metro_sb_light2     
M   metro_sb_light3     
M  metro_sb_seat1      
M  metro_sb_seat2      
M  metro_seat01        
M  metro_seat03        
M  metro_seat2         
T  metro_wall01_1      
T  metro_wall01_2      
T  metro_wall01_3      
T  metro_wall01_4      
T  metro_wall01_5     
M  {metro_prop01       
M  {metro_sbwy11       
M  {metro_sbwy15   

//-----------------------------------------------------------
// zs_paranoia.wad
//-----------------------------------------------------------

M   {camo_wire01
W   {mine_badack03
M   {po_tension
M   {zm3_etc51
M   {zs_02_handrail
M   {zs_02_shutter
M   {zs_02_wire
M   {zs_03fence01
Y   anni_window
Y   hs4_heli35
C   metro_roof01_1
C   metro_Swall01_1
C   metro_Swall01_2 
D   mine_badack01
D   mine_badack02
M   mine_hbim01
D   mine_wall01
W   mine_wall02
W   mine_wall03
M   mine_wall04 
M   po_elevllst 
M   zm3_wall52 
M   zs_01door_01a 
M   zs_01door_02b 
M   zs_01door_03
M   zs_01gro_01 
Y   zs_01sig_02 
M   zs_01sig_07
M   zs_01sig_08 
D   zs_01wall_01a 
D   zs_01wall_01b 
M   zs_01wall_05 
M   zs_01wall_06 
M   zs_02_bar
M   zs_02_bar02 
M   zs_02_bar03
M   zs_02_bar04
M   zs_02_bar05
D   zs_02_bot01_2
D   zs_02_bottom01 
D   zs_02_bottom01_
M   zs_02_bottom03
M   zs_02_bottom04 
M   zs_02_bottom05 
M   zs_02_bottom06
M   zs_02_danger
M   zs_02_door02
M   zs_02_door03 
M   zs_02_fire 
M   zs_02_frame01 
M   zs_02_gateN1 
M   zs_02_gateS 
Y   zs_02_glass02 
M   zs_02_halfwall0 
Y   zs_02_light01 
Y   zs_02_rlight 
M   zs_02_wall01 
M   zs_02_wall01_1 
M   zs_02_wall02
M   zs_02_wall03
M   zs_02_wall04
M   zs_02_wall04_1
M   zs_02_wall05
M   zs_02_wall05_1
C   zs_02_wall06
M   zs_03badack01
M   zs_03badack02 
M   zs_03badack03 
M   zs_03badack04
M   zs_03badack05 
M   zs_03badack06
M   zs_03box01 
M   zs_03capsul01
M   zs_03capsul02
M   zs_03capsul03 
Y   zs_03capsul04 
M   zs_03door01 
M   zs_03door02
M   zs_03door03 
M   zs_03door04 
Y   zs_03light01 
M   zs_03up01
M   zs_03up02 
M   zs_03up03
M   zs_03wall01
M   zs_03wall02 
M   zs_03wall03 
M   zs_03wall04 
M   zs_03wall05 
M   zs_03wall06 
M   zs_03wall07 
M   zs_03wall08
M   zs_03wall09 
M   zs_03wall11 
M   zs_03wall12 
M   zs_03wall13 
M   zs_03wall14 
M   zs_03wall15 
M   zs_03wall16 
M   zs_03wall17 
M   zs_03wall18 
M   zs_03wall20 

//-----------------------------------------------------------
// zg_area.wad(포세이큰 텍스쳐)
//-----------------------------------------------------------
M bb_door_01                
M bb_door_03                
M bb_door_R01              
W bb_Fbox01                 
D bb_floor_02               
D bb_floor_02_1            
D bb_floor_02_2             
D bb_floor_02_3             
D bb_floor_06              
D bb_floor_06_1            
D bb_floor_07               
D bb_floor_07_1             
M bb_m_door01              
M bb_m_door02               
M bb_window_02              
D {bb_floorbox01            
D {bb_floorbox02            
M {bb_mwall_01             

//-----------------------------------------------------------
// zs_evacuate1.wad
//-----------------------------------------------------------

C black            
C CLIP             
C doorgrid         
C grid4            
C grid_64x64_vent  
C null             
C sky              
C abyss_floor05    
C br_bd06          
C br_bd32          
C br_bd38          
C br_bd38_02       
C br_bd39          
C br_bk-door01     
C cncrt027         
V cs_exit01        
C desert_ach61     
C desert_ach63     
C desert_wall02    
V hk_prop58        
V hk_prop59        
C line_Bwall_50    
C line_Bwall_51    
M line_Bwall_55    
M line_Bwall_56    
C tusc_floor36     
C tusc_walltile04  
C tusc_walltile05  
M zs_5door03       
C zs_5door04       
C zs_5door05       
C zs_5door06       
C zs_5floor02b     
C zs_5floor02c     
C zs_5floor02d     
C zs_5floor02e     
C zs_5floor03-a    
M zs_5obj02        
C zs_5wall01       
C zs_5wall02       
C zs_5wall03       
C zs_5wall05       
C zs_5wall06       
C zs_5wall07       
C zs_5wall08       
C zs_5wall08b      
C zs_5wall08w      
C zs_5wall09       
C zs_5wall10       
C zs_5wall11       
C zs_5wall11b      
C zs_5wall12       
C zs_5wall14       
C zs_5wall15       
C zs_5wall15b      
C zs_5wall16       
C zs_5wall17       
C zs_5wall22       
C zs_5wall23       
M zs_floor_09      
M {br_bk_sign02    
M {desert_matal01  
M {line_metal62    
M {zm_line_obj_02  
V {zm_win02        
M {zs5_fence_01    
V {zs_5win01       
V {zs_5win02       

//-----------------------------------------------------------
// zs_evacuate2.wad
//-----------------------------------------------------------

M zs51_door01      
M zs51_el            
Y zs51_light_off   
Y zs51_light_on    
M zs51_metal01     
M zs51_sewer           
Y zs_02_glass02     
M {zs51_metal01    
M {zs51_shutter    
M {zs51_shutter01  
M {zs51_wire   

//-----------------------------------------------------------
// zs_evacuate3.wad
//-----------------------------------------------------------

M {zs_51matal01
C {zs_51matal02
C zs_51badack01
C zs_51badack02
C zs_51badack03
M zs_51door01
M zs_51door01_a
M zs_51door02
C zs_51road01
C zs_51road02
C zs_51road03
C zs_51road04
C zs_51road05
C zs_51wall01
C zs_51wall02
C zs_51wall03
C zs_51wall04
C zs_51wall05
C zs_51wall06
C zs_51wall07
C zs_51wall08
C zs_51wall09
C zs_51wall10
C zs_51wall11
C zs_51wall12
C zs_51wall13
C zs_51wall14
C zs_51wall15
C zs_51wall16
C zs_51wall17
C zs_51wall18
C zs_51wall19
C zs_51wall20
C zs_51wall21
C zs_51wall22
C zs_51wall23
C zs_51wall24
C zs_51wall25
C zs_51wall26
C zs_51wall27
C zs_51wall28
C zs_51wall29
C zs_51wall30
C zs_51wall31
C zs_51wall32
C zs_51wall33
C zs_51wall34
C zs_51wall35
C zs_51wall36
C zs_51wall37
C zs_51wall37_a
C zs_51wall38
C zs_51wall39
C zs_51wall39_a
C zs_51wall40
C zs_51wall40_a
C zs_51wall41
C zs_51wall42
C zs_51wall43
C zs_51wall43_a
C zs_51wall44
C zs_51wall45
C zs_51wall46
C zs_51wall47
C zs_51wall48
C zs_51wall49
C zs_51wall51
C zs_51wall52
C zs_51wall53
C zs_51wall55

//-----------------------------------------------------------
// fy_iceworld.wad(아이스월드 텍스쳐)
//-----------------------------------------------------------
N fy_ice_floor01             
N fy_ice_floor02             
M fy_ice_mfloor01            
M fy_ice_rdoor01             
M fy_ice_rdoor02             
M fy_ice_rdoor03            
M fy_ice_rdoor04             
M fy_ice_Swall01             
N fy_ice_wall02                           
M fy_powgen01                
M fy_powgen02

//-----------------------------------------------------------
// zsh_hellride.wad
//-----------------------------------------------------------
M hell_bridgetrus  
M hell_door01      
M hell_door02      
M hell_door03            
M hell_metal       
M hell_metal02     
M hell_pillar      
M hell_shutter     
M hell_vent          
M hell_wall02      
M hell_wall02_b    
M hell_wall02_r    
M hell_wall03         
M hell_wall08      
M hell_wall08_1        
M hell_wall10      
M hell_wall10_1    
M hell_wall10_2    
M hell_wall11      
M hell_wall11_1

//-----------------------------------------------------------
// zg_dam.wad
//-----------------------------------------------------------
S !water_01
S scroll_anniw01           
S scroll_bule_02           
S scroll_zg01              
M zg_cont_01               
M zg_cont_01_1             
D zg_floor_02              
D zg_floor_03              
D zg_floor_04              
D zg_floor_04_1            
D zg_floor_04_2            
M zg_machine_01            
M zg_mdoor_01              
M zg_mtlwalltri_1          
M zg_wdoor_1

//-----------------------------------------------------------
// pve_standalone1.wad
//-----------------------------------------------------------     

M {pve_11lfence01
M {pve_11lwall07
C pve_11lbadak01
C pve_11lbadak02
C pve_11lbadak03
C pve_11lbadak04
C pve_11lbadak05
C pve_11lbadak06
C pve_11lbadak07
C pve_11lbadak07_
C pve_11lbadak08
C pve_11lbadak09
